Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation/Link,Example Software Use (link),Area-specific Examples,Containerized Version of Software,RP Documentations for Software,Pathing
einops,"aces, faster",library,,,,"Einops is a python library which allows for Flexible and powerful tensor operations for readable and reliable code. Supports numpy, pytorch, tensorflow, jax, and others.  Description Source:https://github.com/arogozhnikov/einops",https://einops.rocks/,https://einops.rocks/#api,https://einops.rocks/1-einops-basics/,,,,
elfutils,"aces, faster",,Utilities,,,"elfutils is a collection of utilities and libraries to read, create and modify ELF binary files, find and handle DWARF debug data, symbols, thread state and stacktraces for processes and core files on GNU/Linux. Description Source:https://sourceware.org/elfutils/",https://sourceware.org/elfutils/,https://github.com/roolebo/elfutils/blob/master/libelf/libelf.h,https://access.redhat.com/documentation/en-us/red_hat_developer_toolset/7/html/user_guide/chap-elfutils,,,,
elpa,"aces, expanse, faster, ookami",library,,,,The publicly available ELPA library provides highly efficient and highly scalable direct eigensolvers for symmetric (hermitian) matrices. Descripiton Source:https://elpa.mpcdf.mpg.de/ABOUT_ELPA.html,https://elpa.mpcdf.mpg.de/,https://elpa.mpcdf.mpg.de/documentation/doxygen/ELPA_DOXYGEN_PAGES/ELPA-2024.03.001.rc1/html/index.html,https://gitlab.mpcdf.mpg.de/elpa/elpa/-/blob/master/documentation/USERS_GUIDE.md,,,,
emacs,"aces, anvil, darwin",,editor,,,"GNU Emacs is an extensible, customizable, free/libre text editor. Description Source:https://www.gnu.org/savannah-checkouts/gnu/emacs/emacs.html",https://www.gnu.org/software/emacs/,https://www.gnu.org/software/emacs/manual/html_node/emacs/index.html,https://www.gnu.org/software/emacs/manual/html_node/emacs/Basic.html,,,,
emboss,"anvil, expanse, faster",,,,,,,,,,,,
enchant-2,"aces, faster",,,,,,,,,,,,
energyplus,faster,,,,,,,,,,,,
ensembl-vep,anvil,,Bioinformatics,Sciences,Biology,"VEP determines the effect of your variants (SNPs, insertions, deletions, CNVs or structural variants) on genes, transcripts, and protein sequence, as well as regulatory regions. Description Source: https://useast.ensembl.org/info/docs/tools/vep/index.html",https://useast.ensembl.org/info/docs/tools/vep/index.html,https://useast.ensembl.org/info/docs/tools/vep/script/index.html#contents,"https://useast.ensembl.org/info/docs/tools/vep/script/vep_tutorial.html , https://useast.ensembl.org/info/docs/tools/vep/script/vep_example.html ",,,,
entrezdirect,expanse,,,,,,https://github.com/Klortho/edirect,https://www.ncbi.nlm.nih.gov/books/NBK179288/,"https://www.ncbi.nlm.nih.gov/books/NBK565821/ , https://hpc.nih.gov/apps/edirect.html",,,,
epic2,anvil,,,,,,,,,,,,
esm,faster,,,,,,,,,,,,
esmf,"aces, expanse, faster",,,,,"The Earth System Modeling Framework (ESMF) is a suite of software tools for developing high-performance, multi-component Earth science modeling applications. Such applications may include a few or dozens of components representing atmospheric, oceanic, terrestrial, or other physical domains, and their constituent processes (dynamical, chemical, biological, etc.). Description Source:https://earthsystemmodeling.org/docs/release/latest/ESMF_usrdoc/node2.html",https://earthsystemmodeling.org/,https://earthsystemmodeling.org/doc/,https://earthsystemmodeling.org/tutorials/,,,,
evidencemodeler,anvil,,,,,,,,,,,,
exabayes,expanse,,,,,,,,,,,,
exiv2,"aces, faster",,,,,,,,,,,,
exonerate,anvil,,,,,,,,,,,,
expansionhunter,anvil,,,,,,,,,,,,
expat,"aces, faster, kyric",library,,,,"Expat is a stream-oriented XML parser library written in C and excels with files too large to fit RAM, and where performance and flexibility are crucial. Description Source:https://libexpat.github.io/",https://libexpat.github.io/,https://libexpat.github.io/doc/api/latest/,"https://libexpat.github.io/doc/getting-started/ , https://www.xml.com/pub/1999/09/expat/index.html ",,,,
expecttest,"aces, faster",library,,,,"This library implements expect tests (also known as ""golden"" tests). Expect tests are a method of writing tests where instead of hard-coding the expected output of a test, you run the test to get the output, and the test framework automatically populates the expected output. Description Source:https://github.com/ezyang/expecttest",https://github.com/ezyang/expecttest,https://github.com/ezyang/expecttest/blob/main/README.md,,,,,
extrae,kyric,,,,,,https://tools.bsc.es/extrae,https://tools.bsc.es/doc/html/extrae/api.html,"https://tools.bsc.es/doc/html/extrae/quick-guide.html , https://tools.bsc.es/doc/html/extrae/examples.html ",,,,
eztrace,aces,,,,,,,,,,,,
fasta3,anvil,,,,,,,,,,,,
fastai,aces,library,,,,"fastai is a deep learning library which provides practitioners with high-level components that can quickly and easily provide state-of-the-art results in standard deep learning domains, and provides researchers with low-level components that can be mixed and matched to build new approaches. It aims to do both things without substantial compromises in ease of use, flexibility, or performance. Description Source:https://docs.fast.ai/#about-fastai",https://www.fast.ai/,https://docs.fast.ai/,"https://course.fast.ai/ , https://course.fast.ai/Lessons/part2.html , https://course18.fast.ai/lessonsml1/lesson1.html , https://www.youtube.com/playlist?list=PLfYUBJiXbdtSLBPJ1GMx-sQWf6iNhb8mM ",,,,
fastani,"anvil, bridges",,,,,FastANI is developed for fast alignment-free computation of whole-genome Average Nucleotide Identity (ANI). ANI is defined as mean nucleotide identity of orthologous gene pairs shared between two microbial genomes. FastANI supports pairwise comparison of both complete and draft genome assemblies. Description Source: https://github.com/ParBLiSS/FastANI,https://github.com/ParBLiSS/FastANI,https://github.com/ParBLiSS/FastANI/blob/master/README.md,https://hackmd.io/@AstrobioMike/Nadjet-fastANI-example,,,,
fastcore,faster,,,,,,,,,,,,
fastp,"anvil, expanse",,,,,,,,,,,,
fastq_pair,anvil,,,,,,,,,,,,
fastq-scan,anvil,,,,,,,,,,,,
fastq-tools,bridges,,,,,,,,,,,,
fastqc,"aces, anvil, bridges, expanse, faster",,Bioinformatics,Sciences,Biology,"FastQC aims to provide a QC report which can spot problems which originate either in the sequencer or in the starting library material. Whereas Most sequencers will generate a QC report as part of their analysis pipeline, but this is usually only focused on identifying problems which were generated by the sequencer itself. Description Source:https://www.bioinformatics.babraham.ac.uk/projects/fastqc/Help/1%20Introduction/1.1%20What%20is%20FastQC.html",https://www.bioinformatics.babraham.ac.uk/projects/fastqc/,https://www.bioinformatics.babraham.ac.uk/projects/fastqc/Help/,https://www.youtube.com/watch?v=bz93ReOv87Y,,,,
fastspar,anvil,,,,,,,,,,,,
faststructure,anvil,,,,,,,,,,,,
fasttree,"aces, anvil, expanse",,,,,,,,,,,,
fastx_toolkit,anvil,,Bioinformatics,Sciences,Biology,The FASTX-Toolkit is a collection of command line tools for Short-Reads FASTA/FASTQ files preprocessing. Description Source:http://hannonlab.cshl.edu/fastx_toolkit/,http://hannonlab.cshl.edu/fastx_toolkit/,http://hannonlab.cshl.edu/fastx_toolkit/galaxy.html,http://hannonlab.cshl.edu/fastx_toolkit/commandline.html#fastq_info_example,,,,
fastx-toolkit,"anvil, bridges, expanse",,Bioinformatics,Sciences,Biology,The FASTX-Toolkit is a collection of command line tools for Short-Reads FASTA/FASTQ files preprocessing. Description Source:http://hannonlab.cshl.edu/fastx_toolkit/,http://hannonlab.cshl.edu/fastx_toolkit/,http://hannonlab.cshl.edu/fastx_toolkit/galaxy.html,http://hannonlab.cshl.edu/fastx_toolkit/commandline.html#fastq_info_example,,,,
fdasrsf,faster,,,,,,,,,,,,
femzip-l,faster,,,,,,,,,,,,
ffmpeg,"aces, anvil, bridges, expanse, faster, ookami",,,,,"FFmpeg is a collection of libraries and tools to process multimedia content such as audio, video, subtitles and related metadata. Description Source:https://github.com/FFmpeg/FFmpeg",https://www.ffmpeg.org/,https://www.ffmpeg.org/documentation.html,"https://trac.ffmpeg.org/wiki/Encode/H.264 , https://trac.ffmpeg.org/wiki ",,,,
ffnvcodec,"aces, faster",,,,,FFmpeg version of headers required to interface with Nvidias codec APIs. Description Source:https://github.com/FFmpeg/nv-codec-headers,https://git.videolan.org/?p=ffmpeg/nv-codec-headers.git,https://git.videolan.org/?p=ffmpeg/nv-codec-headers.git;a=tree,,,,,
fftw,"aces, anvil, bridges, darwin, delta, expanse, faster, kyric",library,mathematics,Engineering,,"FFTW is a C subroutine library for computing the discrete Fourier transform (DFT) in one or more dimensions, of arbitrary input size, and of both real and complex data (as well as of even/odd data, i.e. the discrete cosine/sine transforms or DCT/DST). We believe that FFTW, which is free software, should become the FFT library of choice for most applications. Description Source:https://www.fftw.org/",https://www.fftw.org/,https://www.fftw.org/fftw3_doc/,https://www.fftw.org/fftw3_doc/Tutorial.html,,,,
fftw.mpi,"aces, faster",library,,Engineering,,"FFTW.mpi is a part of the FFTW (Fastest Fourier Transform in the West) library that specializes in performing highly efficient, parallel Fast Fourier Transforms (FFTs) using MPI (Message Passing Interface) for distributed-memory computing environments. This extension enables the library to handle large-scale FFT computations across multiple processors in a cluster, optimizing performance for applications in engineering, physics, and other scientific fields that require processing large datasets or complex numerical simulations.",https://www.fftw.org/fftw3_doc/Distributed_002dmemory-FFTW-with-MPI.html#Distributed_002dmemory-FFTW-with-MPI,https://www.fftw.org/fftw3_doc/FFTW-MPI-Reference.html,https://www.fftw.org/fftw3_doc/Using-MPI-Plans.html,,,,
fftw3,"ookami, stampede3",library,mathematics,Engineering,,"FFTW is a C subroutine library for computing the discrete Fourier transform (DFT) in one or more dimensions, of arbitrary input size, and of both real and complex data (as well as of even/odd data, i.e. the discrete cosine/sine transforms or DCT/DST). We believe that FFTW, which is free software, should become the FFT library of choice for most applications. Description Source:https://www.fftw.org/",https://www.fftw.org/,https://www.fftw.org/fftw3_doc/,https://www.fftw.org/fftw3_doc/Tutorial.html,,,,
fiji,faster,,,,,,,,,,,,
file,"aces, faster",,,,,"The file command is ""a file type guesser"", that is, a command-line tool that tells you in words what kind of data a file contains. Description Source:https://www.darwinsys.com/file/",https://www.darwinsys.com/file/,https://linux.die.net/man/1/file,https://man7.org/linux/man-pages/man1/file.1.html#EXAMPLES,,,,
filtlong,anvil,,,,,,,,,,,,
fiona,"aces, faster",,,,,,,,,,,,
firefox,"aces, faster",application,,,,"Firefox is a free, open source Web browser for Windows, Linux and Mac OS X.",https://www.mozilla.org/en-US/firefox/new/,https://developer.mozilla.org/en-US/docs/Mozilla/Firefox,https://developer.mozilla.org/en-US/docs/Learn,,,,
firestarter,faster,,,,,,,,,,,,
flac,"aces, faster",,,,,"FLAC stands for Free Lossless Audio Codec, an audio format similar to MP3, but lossless, meaning that audio is compressed in FLAC without any loss in quality. Description Source:https://xiph.org/flac/",https://xiph.org/flac/,https://xiph.org/flac/api/index.html,https://github.com/xiph/flac/tree/master/examples,,,,
flash,"bridges, faster",,,,,FLASH (Fast Length Adjustment of SHort reads) is a very fast and accurate software tool to merge paired-end reads from next-generation sequencing experiments. FLASH is designed to merge pairs of reads when the original DNA fragments are shorter than twice the length of reads. The resulting longer reads can significantly improve genome assemblies. They can also improve transcriptome assembly when FLASH is used to merge RNA-seq data. Description Source:https://ccb.jhu.edu/software/FLASH/,https://ccb.jhu.edu/software/FLASH/,https://sourceforge.net/p/flashpage/code/ci/master/tree/,https://sourceforge.net/p/flashpage/code/ci/master/tree/flash.c,,,,
flask,"aces, faster",,,,,"Flask is a lightweight WSGI web application framework. It is designed to make getting started quick and easy, with the ability to scale up to complex applications. Description Source:https://palletsprojects.com/p/flask/",https://palletsprojects.com/p/flask/,https://flask.palletsprojects.com/en/3.0.x/,"https://flask.palletsprojects.com/en/3.0.x/tutorial/ , https://www.tutorialspoint.com/flask/index.htm , https://www.fullstackpython.com/flask.html ",,,,
flatbuffers,"aces, faster",library,,,,"FlatBuffers is a cross platform serialization library architected for maximum memory efficiency. It allows you to directly access serialized data without parsing/unpacking it first, while still having great forwards/backwards compatibility. Description Source:https://github.com/google/flatbuffers/",https://github.com/google/flatbuffers,https://flatbuffers.dev/modules.html,https://flatbuffers.dev/flatbuffers_guide_tutorial.html,,,,
flatbuffers-python,"aces, faster",library,,,,"FlatBuffers is a cross platform serialization library architected for maximum memory efficiency. It allows you to directly access serialized data without parsing/unpacking it first, while still having great forwards/backwards compatibility. Description Source:https://github.com/google/flatbuffers/",https://pypi.org/project/flatbuffers/,https://flatbuffers.dev/flatbuffers_guide_use_python.html,"https://github.com/google/flatbuffers/blob/master/samples/sample_binary.py , https://flatbuffers.dev/flatbuffers_guide_tutorial.html ",,,,
flex,"aces, faster, ookami",,,,,flex (fast lexical analyzer generator) is a tool for generating scanners: programs which recognize lexical patterns in text. Description Source:https://github.com/westes/flex,https://github.com/westes/flex,https://westes.github.io/flex/manual/,"http://alumni.cs.ucr.edu/~lgao/teaching/flex.html , https://westes.github.io/flex/manual/Common-Patterns.html#Common-Patterns ",,,,
flexiblas,"aces, delta, faster",library,,,,FlexiBLAS is a wrapper library that enables the exchange of the BLAS and LAPACK implementation used by a program without recompiling or relinking it. Description Source:https://gitlab.mpi-magdeburg.mpg.de/software/flexiblas-release,https://www.mpi-magdeburg.mpg.de/projects/flexiblas,https://gitlab.mpi-magdeburg.mpg.de/software/flexiblas-release#documentation,https://gitlab.mpi-magdeburg.mpg.de/software/flexiblas-release/-/tree/master/examples?ref_type=heads,,,,
flit,"aces, faster",,,,,,,,,,,,
fltk,"aces, faster",,,,,"FLTK is a cross-platform C++ GUI toolkit for UNIX®/Linux® (X11), Microsoft® Windows®, and macOS®. FLTK provides modern GUI functionality without the bloat and supports 3D graphics via OpenGL® and its built-in GLUT emulation. Description Source:https://www.fltk.org/",https://www.fltk.org/,https://fltk.gitlab.io/fltk/,"https://fltk.gitlab.io/fltk/basics.html , https://fltk.gitlab.io/fltk/examples.html ",,,,
flye,anvil,,,,,,,,,,,,
fms2,ookami,,,,,,https://github.com/NOAA-GFDL/FMS,https://noaa-gfdl.github.io/FMS/,"https://noaa-gfdl.github.io/FMS/autotools.html , https://noaa-gfdl.github.io/FMS/cmake.html , https://noaa-gfdl.github.io/FMS/md_TESTING.html ",,,,
foldseek,faster,,,,,,,,,,,,
fontconfig,"aces, faster",library,,,,Fontconfig is a library for configuring and customizing font access. Description Source:https://www.freedesktop.org/wiki/Software/fontconfig/,https://www.freedesktop.org/wiki/Software/fontconfig/,https://fontconfig.pages.freedesktop.org/fontconfig/fontconfig-user.html,,,,,
formats,faster,,,,,,,,,,,,
foss,"aces, faster",,,,,"The foss common compiler toolchain consists entirely of open source software (hence the name, derived from the common term 'FOSS', which is short for ""Free and Open Source Software""). Description Source:https://docs.easybuild.io/common-toolchains/#common_toolchains_foss",https://docs.easybuild.io/common-toolchains/#common_toolchains_foss,https://docs.easybuild.io/common-toolchains/#common_toolchains_foss,https://docs.easybuild.io/version-specific/toolchain-opts/#foss,,,,
fosscuda,"aces, faster",,,,,"fosscuda is a compiler toolchain with GCC+CUDA, OpenMPI, OpenBLAS, ScaLAPACK and FFTW. Description Source:https://docs.easybuild.io/api/easybuild/toolchains/fosscuda/?h=fosscuda",https://docs.easybuild.io/common-toolchains/#common_toolchains_foss,https://docs.easybuild.io/common-toolchains/#common_toolchains_foss,https://docs.easybuild.io/version-specific/toolchain-opts/#fosscuda,,,,
fq,anvil,,,,,,,,,,,,
fraggenescan,anvil,,,,,,,,,,,,
fraggenescanrs,anvil,,,,,,,,,,,,
freebayes,"anvil, faster",,,,,,,,,,,,
freeglut,"aces, faster",,,,,"freeglut is a free-software/open-source alternative to the OpenGL Utility Toolkit (GLUT) library. GLUT (and hence freeglut) takes care of all the system-specific chores required for creating windows, initializing OpenGL contexts, and handling input events, to allow for trully portable OpenGL programs. Description Source:https://freeglut.sourceforge.net/",https://freeglut.sourceforge.net/,https://freeglut.sourceforge.net/docs/api.php,https://github.com/freeglut/freeglut/blob/master/README.cmake,,,,
freeimage,faster,,,,,,,,,,,,
freeipmi,ookami,,,,,"FreeIPMI provides in-band and out-of-band IPMI software based on the IPMI v1.5/2.0 specification. The IPMI specification defines a set of interfaces for platform management and is implemented by a number of vendors for system management. The features of IPMI that most users will be interested in are sensor monitoring, system event monitoring, power control, and serial-over-LAN (SOL). Description Source:https://www.gnu.org/software/freeipmi/",https://www.gnu.org/software/freeipmi/index.html,https://www.gnu.org/software/freeipmi/documentation.html,"https://www.gnu.org/software/freeipmi/README.build , https://www.gnu.org/software/freeipmi/freeipmi-hostrange.txt ",,,,
freesurfer,expanse,,,,,,,,,,,,
freetype,"aces, faster",,,,,FreeType is a freely available software library to render fonts. Description Source:https://freetype.org/,https://freetype.org/,https://freetype.org/freetype2/docs/reference/index.html,"https://freetype.org/freetype2/docs/tutorial/index.html , https://freetype.org/freetype2/docs/tutorial/step3.html ",,,,
freexl,"aces, faster",,,,,,,,,,,,
freyja,anvil,,,,,,,,,,,,
fribidi,"aces, faster, ookami",library,,,,The Free Implementation of the Unicode Bidirectional Algorithm. Description Source:https://github.com/fribidi/fribidi?tab=readme-ov-file,https://github.com/fribidi/fribidi,https://github.com/fribidi/fribidi?tab=readme-ov-file#api,https://github.com/fribidi/fribidi/tree/master/test,,,,
fseq,anvil,,,,,,,,,,,,
fsl,faster,,,,,,,,,,,,
ftp,anvil,,,,,,,,,,,,
fujitsu,ookami,,,,,,https://www.fujitsu.com/emeia/products/computing/servers/mainframe/bs2000/software/programming/cpp.html,https://software.fujitsu.com/jp/manual/manualindex/p22000026e.html,"https://www.stonybrook.edu/commcms/ookami/support/faq/ookami-fujitsu-compilers , https://software.fujitsu.com/jp/manual/manualfiles/m200007/j2ul2578/02enz000/j2ul-2578-02enz0.pdf",,,,
funannotate,"anvil, bridges",,,,,"Funannotate is a genome prediction, annotation, and comparison software package. It was originally written to annotate fungal genomes (small eukaryotes ~ 30 Mb genomes), but has evolved over time to accomodate larger genomes. Description Source:https://funannotate.readthedocs.io/en/latest/#",https://github.com/nextgenusfs/funannotate,https://funannotate.readthedocs.io/en/latest/,https://funannotate.readthedocs.io/en/latest/tutorials.html,,,,
futhark,faster,,,,,,,,,,,,
fwdpy11,anvil,,,,,,,,,,,,
g2clib,"aces, faster",,,,,,,,,,,,
g2lib,aces,,,,,,,,,,,,
gadma,anvil,,,,,,,,,,,,
gambit,anvil,,,,,,,,,,,,
gamess,"bridges, expanse",application,"analysis, molecular quantum chemistry",Sciences,Chemistry,"GAMESS (General Atomic and Molecular Electronic Structure System) is used for ab initio quantum chemistry calculations. It provides a wide range of methods for studying molecular systems, including ground state energies, molecular geometry optimization, and electronic properties, making it a valuable tool for researchers in chemistry and physics.",https://www.msg.chem.iastate.edu/gamess/index.html,https://www.msg.chem.iastate.edu/gamess/documentation.html,https://www.msg.chem.iastate.edu/tutorials/tutorials.html,,,,
gamma,anvil,,,,,,,,,,,,
gangstr,anvil,,,,,,,,,,,,
gapfiller,anvil,,,,,,,,,,,,
gapit,anvil,,,,,,,,,,,,
gatk,"aces, anvil, bridges, expanse, faster",toolkit,Bioinformatics,Sciences,Biology,GATK (Genome Analysis Toolkit) is a collection of command-line tools for analyzing high-throughput sequencing data with a primary focus on variant discovery. The tools can be used individually or chained together into complete workflows. Description Source:https://gatk.broadinstitute.org/hc/en-us/articles/360036194592-Getting-started-with-GATK4,https://gatk.broadinstitute.org/hc/en-us,https://gatk.broadinstitute.org/hc/en-us/articles/21904996835867--Tool-Documentation-Index,https://gatk.broadinstitute.org/hc/en-us/sections/360007226631-Tutorials,,,,
gatk4,anvil,,,,,,,,,,,,
gaussian,"bridges, darwin, expanse, faster",application,"modeling, chemistry, biochemistry, mathematics",Sciences,Chemistry,"Gaussian is a computational chemistry software for quantum mechanical simulations, widely used by researchers for studying molecular structures and reactions. It offers advanced capabilities in electronic structure prediction and various spectroscopic properties analysis.",https://gaussian.com/,https://gaussian.com/man/,"https://gaussian.com/faq/ , https://www.youtube.com/GaussianInc ",,,,
gaussian09,expanse,,,,,,,,,,,,
gawk,"faster, kyric",service,GUI,Sciences,Chemistry,"GaussView aids in the creation of Gaussian input files, enables the user to run Gaussian calculations from a graphical interface without the need for using a command line instruction, and helps in the interpretation of Gaussian output. Description Source:https://gaussian.com/gaussview6/",https://gaussian.com/gaussview6/,https://gaussian.com/wp-content/uploads/dl/gv6.pdf,https://gaussian.com/gv6main/,,,,
gc,"aces, faster",,,,,,,,,,,,
gcatools,faster,,,,,,,,,,,,
gcc,"aces, anvil, bridges, darwin, delta, expanse, faster, kyric, ookami, stampede3",service,Compilers,,,"GCC, the GNU Compiler Collection, is an open-source compiler system that supports various programming languages like C, C++, Objective-C, Fortran, Ada, and Go. It is widely used in software development for compiling source code into executable programs, providing robust performance and extensive compatibility across different platforms and operating systems. Description Source:https://gcc.gnu.org/",https://gcc.gnu.org/,https://gcc.gnu.org/onlinedocs/gcc-13.2.0/gcc/,"https://gcc.gnu.org/wiki/GettingStarted , https://gcc-newbies-guide.readthedocs.io/en/latest/ , https://www.geeksforgeeks.org/gcc-command-in-linux-with-examples/ ",,,,
gcc-native,delta,,,,,,,,,,,,
gcc-native-mixed,delta,,,,,,,,,,,,
gcc-nvptx,expanse,,,,,,,,,,,,
gcc-runtime,delta,,,,,,,,,,,,
gcccore,"aces, faster",,,,,"The GNU Compiler Collection includes front ends for C, C++, Objective-C, Fortran, Ada, Go, and D, as well as libraries for these languages (libstdc++,...). GCC was originally written as the compiler for the GNU operating system. Description Source:https://gcc.gnu.org/",https://gcc.gnu.org/,https://gcc.gnu.org/onlinedocs/gcc-13.2.0/gcc/,"https://gcc.gnu.org/wiki/GettingStarted , https://gcc-newbies-guide.readthedocs.io/en/latest/ , https://www.geeksforgeeks.org/gcc-command-in-linux-with-examples/ ",,,,
gcccuda,"aces, faster",,,,,,https://gcc.gnu.org/,https://gcc.gnu.org/onlinedocs/gcc-13.2.0/gcc/,"https://gcc.gnu.org/wiki/GettingStarted , https://gcc-newbies-guide.readthedocs.io/en/latest/ , https://www.geeksforgeeks.org/gcc-command-in-linux-with-examples/ ",,,,
gconf,"aces, faster",,,,,,,,,,,,
gdal,"aces, anvil, darwin, expanse, faster",library,,,,GDAL is a translator library for raster and vector geospatial data formats that is released under an MIT style Open Source License by the Open Source Geospatial Foundation. Description Source:https://gdal.org/,https://gdal.org/,https://gdal.org/user/index.html,"https://gdal.org/tutorials/index.html , https://pcjericks.github.io/py-gdalogr-cookbook/ ",,,,
gdb,"aces, anvil, darwin, expanse, faster, ookami",,Debugger,,,"GDB, the GNU Project debugger, allows you to see what is going on `inside' another program while it executes -- or what another program was doing at the moment it crashed. Description Source:https://sourceware.org/gdb",https://www.sourceware.org/gdb/,https://sourceware.org/gdb/current/onlinedocs/gdb.html/,"https://sourceware.org/gdb/current/onlinedocs/gdb.html/Sample-Session.html#Sample-Session , https://sourceware.org/gdb/wiki/ ",,,,
gdb4hpc,delta,,,,,,,,,,,,
gdbm,"faster, kyric",,,,,,https://www.gnu.org.ua/software/gdbm/,https://www.gnu.org.ua/software/gdbm/manual/index.html,https://www.gnu.org.ua/software/gdbm/manual/Intro.html,,,,
gdk-pixbuf,"aces, faster",,,,,The Gdk Pixbuf package is a toolkit for image loading and pixel buffer manipulation. It is used by GTK+ 2 and GTK+ 3 to load and manipulate images. In the past it was distributed as part of GTK+ 2 but it was split off into a separate package in preparation for the change to GTK+ 3. Description Source:https://www.linuxfromscratch.org/blfs/view/11.2/x/gdk-pixbuf.html,https://gitlab.gnome.org/GNOME/gdk-pixbuf,https://docs.gtk.org/gdk-pixbuf/,https://docs.gtk.org/gdk-pixbuf/class.Pixbuf.html,,,,
gdrcopy,"aces, delta, faster",,,,,"GDRCopy is a low-latency GPU memory copy library based on GPUDirect RDMA technology that allows the CPU to directly map and access GPU memory. GDRCopy also provides optimized copy APIs and is widely used in high-performance communication runtimes like UCX, OpenMPI, MVAPICH, and NVSHMEM. Description Source:https://developer.nvidia.com/gdrcopy",https://developer.nvidia.com/gdrcopy,https://github.com/NVIDIA/gdrcopy,https://github.com/NVIDIA/gdrcopy?tab=readme-ov-file#tests,,,,
geant4,aces,,,,,,,,,,,,
geant4-data,aces,,,,,,,,,,,,
gemma,anvil,,,,,,,,,,,,
gemoma,anvil,,,,,,,,,,,,
genemark,anvil,,,,,,,,,,,,
genemark-es,bridges,,Bioinformatics,Sciences,Biology,Novel eukaryotic genomes can be analyzed by the self-training GeneMark-ES. Description Source:http://exon.gatech.edu/GeneMark/,http://exon.gatech.edu/GeneMark/,https://github.com/gatech-genemark/GeneMark-E-Docs/tree/main/docs,"https://github.com/gatech-genemark/GeneMark-E-Docs/blob/main/docs/usage/general.md , https://github.com/gatech-genemark/GeneMark-E-Docs/tree/main/docs/examples ",,,,
genemarks-2,anvil,,,,,,,,,,,,
generativemodels,aces,,,,,,,,,,,,
genmap,anvil,,,,,,,,,,,,
genomedata,anvil,,,,,,,,,,,,
genomepy,anvil,,,,,,,,,,,,
genomescope2,anvil,,,,,,,,,,,,
genomicconsensus,anvil,,,,,,,,,,,,
genrich,anvil,,,,,,,,,,,,
gent,bridges,,,,,"GeNT is a FORTRAN program that computes the cross entropy for groups of sequences that have been assigned to groups on the basis of biochemical,physiological, or other biological property. The sequence assignments are cross-validated, again by the cross entropy measure, to check for problems with the alignment or group assignment. Sequences that were initially identified as “unclassified” are compared to all of the groups using position specific log-odds scores as described by Henikoff and Henikoff. Positions in the aligned sequences that are important for determining group membership are identified by having a high entropy for the entire alignment and a high entropy for one or more specific groups. Description Source:https://www.psc.edu/resources/software/gent/",https://www.psc.edu/resources/software/gent/,https://www.psc.edu/resources/software/gent/,,,,,
geocube,faster,,,,,,,,,,,,
geomview,darwin,,,,,,,,,,,,
geopandas,"aces, faster",,,,,,,,,,,,
geos,"aces, anvil, darwin, expanse, faster, ookami",library,mathematics,,,GEOS is a C/C++ library for computational geometry with a focus on algorithms used in geographic information systems (GIS) software. It implements the OGC Simple Features geometry model and provides all the spatial functions in that standard as well as many others. Description Source:https://libgeos.org/,https://libgeos.org/,https://libgeos.org/doxygen/,"https://libgeos.org/usage/c_api/ , https://libgeos.org/usage/cpp_api/ , https://github.com/libgeos/geos/tree/main/examples ",,,,
getdist,faster,,,,,,,,,,,,
gethost,ookami,,,,,,,,,,,,
getorganelle,anvil,,,,,,,,,,,,
gettext,"aces, bridges, faster, kyric",,,,,"Gettext is a software framework used for internationalization and localization of software applications, allowing them to be translated into multiple languages. It provides tools for developers to extract strings from their code, create and manage translation files, and compile these files into formats that can be used by the application to display the translated text, thereby making the software accessible to a global audience.",https://www.gnu.org/software/gettext/,https://www.gnu.org/software/gettext/manual/index.html,https://www.labri.fr/perso/fleury/posts/programming/a-quick-gettext-tutorial.html,,,,
gfaffix,anvil,,,,,,,,,,,,
gfastats,anvil,,,,,,,,,,,,
gfatools,anvil,,,,,,,,,,,,
gfbf,"aces, faster",,,,,,,,,,,,
gffcompare,anvil,,,,,,,,,,,,
gffread,anvil,,,,,,,,,,,,
gffutils,anvil,,,,,,,,,,,,
gh,"delta, expanse",,,,,,https://docs.github.com/en/github-cli,https://cli.github.com/manual/gh,https://docs.github.com/en/github-cli/github-cli/quickstart,,,,
ghostscript,"aces, anvil, faster",application,,,,"Ghostscript is an interpreter for the PostScript®  language and PDF files. It is available under either the GNU GPL Affero license or  licensed for commercial use from Artifex Software, Inc. Ghostscript consists of a PostScript interpreter layer and a graphics library. Description Source:https://ghostscript.com/",https://ghostscript.com/,https://ghostscript.readthedocs.io/en/latest/,"https://ghostscript.readthedocs.io/en/latest/Use.html , https://ghostscript.readthedocs.io/en/latest/Source.html ",,,,
giflib,"aces, faster",package,,,,"Giflib is a software package designed for reading and writing GIF (Graphics Interchange Format) images. It provides a set of utilities for processing GIFs, including conversion to and from various formats, making it a valuable tool for developers working with GIF animations and image processing in applications or web services.",https://giflib.sourceforge.net/,https://giflib.sourceforge.net/gif_lib.html,https://giflib.sourceforge.net/whatsinagif/index.html,,,,
gimmemotifs,anvil,,,,,,,,,,,,
